שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ד,ו,ז,זך,זנ,ט,יש,כן,ל,ם,מחל,מרצ,נ,נץ,עם,ף,פה,צ,צף,ק,קך,קנ,קץ,רק,שס
אשדוד,70,820,532,322,4,318,22,18,3,0,1,0,0.0,0,0,25,3,26,10,149,10,2,4,0,0,0,0,0,0,0,1,1,2,41
אשדוד,70,830,709,447,5,442,49,6,8,0,1,0,0.0,0,0,68,12,48,19,157,10,1,0,1,0,1,0,0,1,0,2,0,1,57
אשדוד,70,840,729,480,9,471,42,25,6,0,0,1,0.0,1,0,46,4,20,24,189,9,0,9,0,0,0,0,0,1,0,2,0,0,92
אשדוד,70,850,770,444,8,436,33,17,6,0,0,0,0.0,0,0,67,22,44,9,157,8,0,2,1,1,3,0,0,0,1,3,0,2,60
אשדוד,70,860,751,414,7,407,7,4,9,0,0,0,0.0,2,0,40,14,52,26,164,5,1,2,1,0,0,0,0,0,1,2,0,0,77
אשדוד,70,870,594,369,6,363,41,23,6,0,0,0,0.0,0,0,51,3,19,13,135,7,0,3,0,0,1,0,0,0,0,3,0,0,58
אשדוד,70,880,700,401,17,384,16,4,6,1,1,0,0.0,0,0,37,9,43,30,147,3,0,0,1,0,0,0,1,1,0,1,0,0,83
אשדוד,70,890,688,481,5,476,89,18,4,0,0,0,0.0,0,0,81,5,12,10,189,20,0,5,0,0,0,0,0,0,0,4,0,4,35
אשדוד,70,900,507,326,7,319,52,24,5,0,1,0,0.0,0,0,47,2,32,9,97,19,0,1,0,0,0,2,0,0,0,2,0,2,24
אשדוד,70,910,611,318,7,311,20,7,8,0,0,0,0.0,0,0,46,14,32,16,114,1,0,2,0,0,0,2,0,0,0,3,0,0,46
אשדוד,70,920,728,479,6,473,85,23,7,0,0,0,0.0,0,0,43,6,23,17,196,19,1,4,0,2,0,0,0,0,0,3,0,1,43
אשדוד,70,930,674,433,6,427,20,12,0,0,0,0,0.0,3,1,38,11,42,52,150,7,1,3,0,0,0,0,0,0,1,0,0,0,86
אשדוד,70,940,753,456,16,440,15,7,9,0,0,0,0.0,0,0,78,30,81,22,119,8,0,0,1,0,3,0,0,0,0,1,0,0,66
אשדוד,70,950,786,416,14,402,21,3,6,0,0,0,0.0,1,0,49,25,55,23,112,6,0,2,1,0,1,0,0,2,2,0,0,0,93
אשדוד,70,960,702,408,10,398,19,5,8,0,0,0,0.0,0,0,91,33,73,24,102,1,0,2,2,1,0,0,0,0,0,2,0,0,35
אשדוד,70,970,652,373,9,364,23,3,5,0,0,0,0.0,1,0,50,30,49,16,118,9,0,5,0,0,0,0,0,0,0,2,0,1,52
אשדוד,70,980,679,500,11,489,0,8,105,0,0,0,0.0,2,1,16,9,22,148,95,2,1,0,1,0,0,0,2,1,0,1,1,0,74
אשדוד,70,990,711,377,3,374,9,13,5,0,1,0,0.0,0,1,47,14,52,15,133,9,0,1,0,0,0,0,0,0,0,4,1,2,67
אשדוד,70,1000,714,457,10,447,74,21,4,0,0,1,0.0,2,0,54,3,20,12,179,25,1,5,0,0,2,0,0,0,0,2,0,3,39
אשדוד,70,1010,713,427,15,412,10,3,6,0,0,0,0.0,1,0,93,17,80,18,135,4,0,5,2,2,0,1,1,0,3,3,0,0,28
אשדוד,70,1020,623,385,10,375,25,3,3,0,0,0,0.0,0,0,80,18,28,16,141,21,2,2,1,0,2,2,1,0,0,0,0,0,30
אשדוד,70,1030,591,392,3,389,41,18,5,0,0,0,0.0,1,1,58,1,22,14,179,11,3,0,0,0,0,0,0,0,0,2,0,5,28
אשדוד,70,1040,661,400,2,398,66,13,6,0,0,0,0.0,1,0,76,3,16,10,143,23,1,1,0,0,1,0,0,1,0,3,0,4,30
אשדוד,70,1050,717,416,13,403,41,10,10,0,0,0,0.0,0,0,68,12,13,12,165,14,0,4,0,0,0,0,0,0,0,5,0,2,47
אשדוד,70,1060,534,364,3,361,43,11,4,0,0,0,0.0,1,0,64,2,10,16,147,11,2,1,0,0,0,0,0,0,0,1,0,0,48
אשדוד,70,1070,597,363,8,355,38,8,1,0,0,0,0.0,1,1,57,4,19,17,153,17,0,0,0,0,0,1,0,0,0,3,0,0,35
אשדוד,70,1080,564,364,7,357,50,6,4,0,0,0,0.0,0,0,76,1,21,16,138,14,0,3,2,0,0,0,0,0,0,1,0,1,24
אשדוד,70,1090,629,416,7,409,41,10,1,0,0,1,0.0,1,0,62,7,29,18,166,22,0,0,0,0,0,0,0,0,0,1,0,4,46
אשדוד,70,1100,651,374,8,366,32,11,6,0,0,0,0.0,0,1,54,7,31,10,161,13,0,4,1,0,2,0,0,0,0,0,0,2,31
אשדוד,70,1110,699,397,5,392,29,20,10,0,0,0,0.0,2,0,41,6,28,6,208,3,0,1,1,1,0,0,0,0,0,3,0,2,31
אשדוד,70,1120,674,411,2,409,66,12,5,0,0,1,0.0,3,0,60,6,24,13,162,12,1,3,0,0,1,0,0,0,0,2,0,1,37
אשדוד,70,1130,582,379,1,378,82,6,3,0,0,0,0.0,0,0,51,1,13,10,157,20,0,7,0,0,0,1,0,0,1,5,0,1,20
אשדוד,70,1140,713,431,6,425,34,20,4,1,0,0,0.0,2,0,43,12,22,15,198,15,0,1,2,0,0,0,0,0,0,3,0,0,53
אשדוד,70,1150,589,488,1,487,2,3,292,1,0,0,0.0,1,0,28,6,36,12,47,2,1,5,1,0,0,0,0,0,0,1,0,0,49
אשדוד,70,1160,401,238,2,236,23,16,8,0,0,0,0.0,1,0,32,2,12,8,86,13,0,1,0,0,0,0,0,0,0,0,0,1,33
אשדוד,70,1170,656,436,1,435,63,11,7,0,0,0,0.0,0,1,59,4,40,5,185,10,1,4,0,0,0,0,0,0,0,3,0,1,41
אשדוד,70,1180,693,441,9,432,16,2,8,0,0,0,0.0,2,0,81,28,106,15,113,2,0,3,1,0,5,0,0,0,1,4,0,0,45
אשדוד,70,1190,477,298,4,294,13,13,3,0,0,0,0.0,1,0,51,3,49,7,114,4,0,1,0,0,0,1,0,0,1,1,1,1,30
אשדוד,70,1200,743,450,7,443,48,16,4,1,0,0,0.0,1,0,84,4,24,20,157,22,2,1,0,0,0,0,0,0,0,6,0,0,53
אשדוד,70,1210,541,392,5,387,34,26,2,0,0,1,0.0,2,0,45,0,13,10,184,10,1,1,0,0,0,0,0,0,0,5,0,0,53
אשדוד,70,1220,738,515,7,508,47,13,10,0,0,0,0.0,0,0,87,11,22,28,217,15,1,1,0,0,1,0,0,1,0,3,0,1,50
אשדוד,70,1230,753,514,8,506,89,20,5,0,0,1,0.0,0,0,64,1,11,18,206,20,1,0,0,0,0,0,0,0,0,10,0,0,60
אשדוד,70,1240,677,452,13,439,24,6,2,0,0,0,0.0,1,0,134,45,106,2,102,2,1,0,0,0,4,0,1,0,1,2,1,0,5
אשדוד,70,1250,546,340,11,329,8,0,2,1,0,0,0.0,0,0,87,36,97,1,64,2,1,2,0,0,0,0,0,0,0,0,0,0,28
אשדוד,70,1260,664,447,5,442,23,27,5,0,0,0,0.0,1,0,53,13,22,13,205,8,2,4,2,0,0,0,0,0,0,3,0,0,61
אשדוד,70,1270,641,454,2,452,32,52,5,0,0,0,0.0,0,0,32,6,34,13,174,6,1,3,0,1,0,0,0,0,0,1,0,0,92
אשדוד,70,1280,508,318,9,309,17,0,3,0,0,0,0.0,0,0,77,38,99,2,68,0,1,1,0,0,1,1,0,0,0,0,0,0,1
אשדוד,70,1290,583,433,4,429,28,14,56,0,0,0,0.0,0,0,24,4,16,11,145,12,2,7,0,0,0,0,0,0,0,1,0,0,109
אשדוד,70,1300,484,330,6,324,13,10,0,0,0,0,0.0,0,0,81,25,67,8,81,3,0,2,0,0,0,0,0,0,0,1,0,0,33
אשדוד,70,1310,756,506,16,490,10,4,5,0,0,1,0.0,0,0,124,36,128,2,138,6,0,2,0,0,0,0,0,0,3,4,0,1,26
אשדוד,70,1320,720,498,17,481,16,1,2,0,0,0,0.0,0,0,133,40,144,5,117,6,1,1,1,0,0,0,0,0,1,3,0,1,9
אשדוד,70,1330,688,453,13,440,20,8,5,0,0,0,0.0,0,0,100,19,115,10,123,6,0,0,0,0,2,0,0,0,0,4,0,0,28
אשדוד,70,1340,589,412,4,408,15,2,5,0,0,0,0.0,0,0,111,16,88,3,130,6,0,3,0,0,0,0,0,0,0,5,0,0,24
אשדוד,70,1350,586,375,9,366,18,4,5,0,0,0,0.0,1,0,72,17,80,2,144,1,0,1,0,1,0,0,0,0,0,1,0,3,16
אשדוד,70,1360,720,499,18,481,27,3,1,0,0,0,0.0,0,1,118,46,123,15,120,2,1,2,0,1,4,0,0,1,1,2,0,0,13
אשדוד,70,1370,577,394,7,387,11,0,6,0,0,0,0.0,0,0,99,36,137,2,75,1,0,0,0,1,0,0,0,0,0,6,0,2,11
אשדוד,70,1380,600,391,10,381,15,5,1,0,0,0,0.0,1,0,87,26,76,8,126,8,0,1,0,0,1,0,1,0,0,2,0,0,23
אשדוד,70,1390,601,368,1,367,21,2,4,0,2,0,0.0,0,1,83,18,70,8,126,6,1,2,0,3,0,0,0,0,0,7,0,1,12
אשדוד,70,1400,808,545,23,522,17,1,1,0,0,2,0.0,0,0,135,41,159,5,121,8,0,1,0,0,3,1,0,0,1,6,0,2,18
אשדוד,70,1410,588,557,3,554,0,2,486,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,64
אשדוד,70,1420,490,332,9,323,22,5,1,1,0,0,0.0,0,0,85,20,79,4,87,2,1,1,0,1,0,0,0,0,0,2,0,1,11
אשדוד,70,1430,642,445,14,431,13,1,2,0,0,0,0.0,0,0,114,40,123,3,114,6,1,0,0,0,1,0,0,1,0,5,0,2,5
אשדוד,70,1440,733,483,8,475,13,1,1,0,1,0,0.0,0,0,132,41,155,2,106,4,0,2,0,0,1,0,0,0,2,5,0,2,7
אשדוד,70,1450,633,446,10,436,20,0,4,1,0,0,0.0,0,0,116,40,131,3,105,8,1,0,0,1,2,0,0,2,0,0,0,1,1
אשדוד,70,1460,726,427,14,413,14,3,4,0,0,0,0.0,0,0,118,25,105,3,117,5,0,3,0,0,1,0,0,0,1,5,0,0,9
אשדוד,70,1470,474,324,10,314,7,0,2,0,1,0,0.0,0,0,92,28,69,5,78,11,0,0,1,0,0,0,0,0,0,2,0,0,18
אשדוד,70,1480,709,510,16,494,21,1,5,0,1,0,0.0,0,0,100,69,133,9,115,8,0,2,0,0,2,0,0,2,0,6,0,3,17
אשדוד,70,1490,620,428,8,420,25,7,4,0,0,0,0.0,0,2,92,11,63,3,175,8,2,0,0,0,0,0,0,0,0,1,0,1,26
אשדוד,70,1500,679,459,13,446,23,6,5,0,0,0,0.0,1,0,77,35,102,18,125,7,1,0,0,0,0,0,0,0,0,3,0,0,43
אשדוד,70,1510,525,352,10,342,19,0,3,0,0,0,0.0,0,0,77,33,114,1,83,7,0,0,1,0,0,0,0,0,0,0,0,1,3
אשדוד,70,1520,631,414,16,398,25,3,2,0,0,1,0.0,2,0,65,17,60,1,152,9,1,0,0,0,0,0,0,1,0,2,0,3,54
אשדוד,70,1530,564,360,10,350,7,1,6,0,0,0,0.0,0,0,85,31,128,2,73,1,0,0,0,2,0,0,0,0,0,4,0,1,9
אשדוד,70,1540,730,466,15,451,17,10,2,0,1,0,0.0,2,0,87,39,80,3,152,8,0,2,0,0,0,0,0,1,0,4,0,1,42
אשדוד,70,1550,704,502,16,486,23,13,10,0,1,0,0.0,0,0,99,21,79,5,163,10,0,1,0,0,2,0,0,0,1,2,0,1,55
אשדוד,70,1560,577,369,13,356,9,0,5,0,0,0,0.0,1,0,101,16,134,0,76,4,1,0,0,0,0,0,0,0,0,0,0,1,8
אשדוד,70,1570,636,429,13,416,38,1,2,0,0,0,0.0,0,0,82,23,56,4,164,4,1,5,0,0,0,0,0,0,0,2,0,0,34
אשדוד,70,1580,565,384,15,369,14,6,2,0,0,0,0.0,0,0,90,25,99,1,104,4,0,0,0,0,1,0,0,0,0,0,1,0,22
אשדוד,70,1590,527,362,10,352,14,2,8,0,0,0,0.0,0,0,75,23,85,11,94,2,2,1,0,0,0,0,0,0,1,1,0,1,32
אשדוד,70,1600,707,376,25,351,11,2,7,0,0,0,0.0,1,0,49,22,59,31,117,4,0,1,0,1,1,0,0,0,0,0,0,0,45
אשדוד,70,1610,759,525,12,513,20,5,4,0,0,0,0.0,0,0,153,44,120,5,119,4,0,3,0,0,2,0,0,1,2,2,0,0,29
אשדוד,70,1620,756,686,4,682,1,3,567,0,0,0,0.0,0,0,5,0,11,16,15,0,0,0,0,0,0,0,0,0,0,1,1,0,62
אשדוד,70,1630,738,502,11,491,34,20,6,0,0,0,0.0,0,0,100,22,60,21,157,4,0,0,1,0,0,0,0,0,1,5,1,0,59
אשדוד,70,1640,816,547,9,538,38,14,15,0,0,0,0.0,1,0,76,12,31,14,271,14,0,5,0,0,0,0,0,0,0,3,0,1,43
אשדוד,70,1650,532,328,3,325,24,10,3,0,0,0,0.0,2,0,62,16,63,10,101,5,0,4,0,0,3,0,0,0,0,1,0,1,20
אשדוד,70,1660,685,477,12,465,43,11,4,0,0,0,0.0,1,0,76,9,42,15,208,3,3,0,0,0,0,0,0,0,0,3,0,4,43
אשדוד,70,1670,639,415,13,402,30,5,7,0,0,0,0.0,1,0,60,18,63,10,162,4,2,0,0,0,0,0,0,0,0,2,0,1,37
אשדוד,70,1680,635,457,14,443,30,14,2,0,0,0,0.0,1,1,101,12,57,4,159,12,1,4,0,1,0,2,0,0,0,1,0,3,38
אשדוד,70,1690,428,281,4,277,12,3,4,0,0,0,0.0,1,0,75,19,41,3,99,4,1,2,0,1,0,0,0,0,1,1,0,0,10
אשדוד,70,1700,497,314,3,311,33,1,1,0,0,0,0.0,0,0,48,5,21,10,138,18,1,6,0,0,0,1,0,1,0,2,0,2,23
אשדוד,70,1710,701,460,12,448,8,1,5,1,1,1,0.0,2,0,114,84,96,0,104,6,0,0,0,2,2,0,0,2,2,5,0,2,10
אשדוד,70,1720,742,486,2,484,51,10,1,0,0,0,0.0,1,0,75,5,22,19,211,20,1,2,0,0,0,2,0,0,0,6,0,0,58
אשדוד,70,1730,658,399,7,392,45,5,3,0,0,0,0.0,1,0,69,18,49,8,138,21,2,0,0,0,0,0,0,0,1,5,0,3,24
אשדוד,70,1740,536,353,3,350,64,11,2,0,0,0,0.0,2,0,63,4,20,6,128,16,0,2,0,1,0,0,0,0,0,6,0,1,24
אשדוד,70,1750,568,370,5,365,40,7,4,0,0,0,0.0,0,0,63,8,21,15,139,12,3,0,1,0,1,0,0,0,0,3,0,1,47
אשדוד,70,1760,541,336,8,328,31,11,3,0,0,0,0.0,2,0,57,4,31,4,135,12,0,4,0,0,0,0,0,0,1,3,0,3,27
אשדוד,70,1770,517,321,4,317,18,11,4,0,0,0,0.0,0,0,62,3,16,16,139,1,0,2,0,0,1,0,0,0,0,0,0,0,44
אשדוד,70,1780,550,362,3,359,26,5,5,0,1,0,0.0,0,0,63,7,59,9,133,9,0,0,0,0,0,0,0,0,0,4,0,0,38
אשדוד,70,1790,495,348,5,343,30,8,2,0,0,0,0.0,1,0,57,6,33,7,152,7,2,1,0,0,0,0,0,0,0,3,0,0,34
אשדוד,70,1810,775,727,2,725,1,1,661,0,0,0,0.0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,58
אשדוד,70,1820,748,708,5,703,0,2,506,0,0,0,0.0,0,0,0,0,0,2,4,0,0,5,0,0,0,0,0,0,0,0,0,0,184
אשדוד,70,1830,734,678,3,675,0,2,536,0,0,0,0.0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,133
אשדוד,70,1840,643,612,3,609,1,1,424,0,0,1,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,177
אשדוד,70,1850,593,551,8,543,1,5,130,0,0,0,0.0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,400
אשדוד,70,1860,519,492,2,490,0,3,367,0,0,0,0.0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,113
אשדוד,70,1890,613,416,8,408,17,0,6,1,1,0,0.0,0,0,99,34,158,0,84,4,0,2,0,0,0,0,0,0,0,2,0,0,0
אשדוד,70,1900,628,418,7,411,8,1,3,0,1,0,0.0,0,0,97,44,139,0,95,4,0,0,1,0,2,0,0,2,0,2,0,0,12
אשדוד,70,1910,542,395,8,387,27,28,5,0,0,0,0.0,1,0,49,11,16,8,171,7,1,2,0,0,0,0,0,0,0,2,0,2,57
אשדוד,70,1920,772,507,14,493,20,2,3,0,0,0,0.0,0,0,89,63,176,8,104,3,1,0,0,0,0,0,0,0,0,8,0,1,15
אשדוד,70,1930,579,339,10,329,5,1,2,0,0,0,0.0,0,0,86,30,99,1,86,8,0,2,0,0,0,1,0,0,0,1,0,0,7
אשדוד,70,1940,520,373,5,368,20,25,16,0,0,0,0.0,0,0,32,6,23,14,126,5,1,0,0,0,0,0,0,0,1,1,0,0,98
אשדוד,70,1980,515,319,4,315,23,7,2,0,0,0,0.0,0,0,67,5,29,14,137,6,0,1,0,0,0,0,0,0,0,1,0,4,19
אשדוד,70,1990,423,298,0,298,32,18,4,0,0,0,0.0,0,0,29,1,5,14,141,6,0,2,0,0,0,0,0,0,0,1,0,3,42
אשדוד,70,2000,605,413,4,409,47,25,3,0,0,0,0.0,1,1,40,3,9,10,199,13,0,5,1,0,0,0,0,0,0,3,0,2,47
אשדוד,70,2010,524,356,1,355,35,19,8,0,0,0,0.0,1,0,46,3,12,15,169,3,1,3,0,0,0,0,0,0,0,2,0,1,37
אשדוד,70,2020,715,468,5,463,38,8,4,1,0,1,0.0,1,0,74,4,27,18,212,26,1,0,0,0,2,0,0,0,0,1,0,1,44
אשדוד,70,2030,644,474,5,469,37,18,3,0,0,0,0.0,1,2,76,6,35,27,207,15,0,1,0,0,0,0,0,0,0,4,0,3,34
אשדוד,70,2040,456,284,1,283,33,8,1,0,1,0,0.0,1,0,55,6,21,14,97,11,1,4,0,2,0,0,0,1,0,3,0,3,21
אשדוד,70,2050,646,454,1,453,18,32,4,0,0,0,0.0,0,0,55,8,29,20,198,9,1,4,0,0,0,0,0,3,0,3,0,0,69
אשדוד,70,2060,671,353,9,344,9,3,1,0,0,0,0.0,0,1,40,28,42,12,123,3,1,0,1,1,1,0,0,0,2,1,1,0,74
אשדוד,70,2070,516,312,1,311,25,15,3,0,0,0,0.0,0,0,48,4,27,14,126,6,1,1,0,0,0,1,0,0,0,2,0,0,38
אשדוד,70,2080,509,278,15,263,14,0,2,0,0,0,0.0,0,0,44,86,41,1,57,1,1,2,0,0,0,0,1,2,1,2,1,0,7
אשדוד,70,2100,580,326,10,316,11,7,11,0,0,0,0.0,3,0,12,15,36,15,116,4,0,2,0,0,0,1,0,0,1,1,0,0,81
אשדוד,70,2110,672,450,10,440,10,12,6,0,0,0,0.0,1,1,55,23,92,9,133,1,0,1,3,1,1,0,0,1,0,3,0,1,86
אשדוד,70,2120,597,535,2,533,0,0,383,0,0,0,0.0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,142
אשדוד,70,2170,727,464,8,456,29,11,7,0,0,0,0.0,0,0,101,5,41,12,182,8,3,3,1,0,0,0,1,0,0,1,0,0,51
אשדוד,70,2180,477,297,3,294,17,7,1,0,0,1,0.0,0,0,59,3,34,10,121,7,0,1,0,0,0,1,0,0,0,0,0,1,31
אשדוד,70,2190,537,373,7,366,34,16,4,0,0,0,0.0,0,0,51,2,33,14,146,8,0,6,0,0,0,0,0,0,0,0,0,1,51
אשדוד,70,2200,479,329,6,323,27,9,8,0,0,0,0.0,0,0,61,6,20,13,135,2,0,0,0,1,0,0,0,0,0,2,0,0,39
אשדוד,70,2210,489,282,7,275,17,11,6,0,0,0,0.0,0,0,70,11,26,10,79,5,0,1,1,0,1,0,0,0,0,1,0,1,35
אשדוד,70,2230,467,299,3,296,52,15,4,0,0,0,0.0,1,1,34,0,8,13,107,19,0,0,0,0,0,0,0,0,0,5,0,2,35
אשדוד,70,2270,541,339,9,330,19,6,2,0,0,0,0.0,0,0,67,17,49,8,128,2,0,2,0,1,0,0,0,0,0,5,0,1,23
אשדוד,70,2280,573,359,10,349,40,7,3,0,0,0,0.0,0,0,35,6,30,17,161,8,0,0,1,0,0,0,0,0,1,1,0,0,39
אשדוד,70,2290,610,421,7,414,13,5,2,0,1,0,0.0,3,0,99,31,63,13,139,3,0,4,0,0,0,0,0,0,0,2,0,1,35
אשדוד,70,2300,638,390,4,386,24,20,6,0,0,0,0.0,1,0,77,13,27,13,149,5,0,7,0,0,0,0,0,1,1,1,0,2,39
אשדוד,70,9530,552,410,5,405,25,5,3,0,0,0,0.0,0,0,41,23,44,11,199,4,1,4,0,0,0,1,0,0,0,1,0,0,43
אשדוד,70,9540,649,423,4,419,20,11,2,0,0,1,0.0,2,0,68,13,35,18,163,10,0,4,0,0,0,0,0,0,0,1,0,1,70
אשדוד,70,9900,201,5,0,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
אשבול,71,10,223,165,5,160,14,4,3,0,0,1,0.0,0,0,10,0,3,47,56,2,0,3,0,0,0,0,0,0,0,1,0,0,16
גן שמואל,72,10,774,581,6,575,173,0,0,0,1,0,0.0,0,0,8,0,2,1,12,350,0,1,0,0,0,0,0,1,0,20,0,6,0
עין הוד,74,10,261,175,1,174,44,1,0,0,0,0,0.0,0,0,24,2,3,1,16,69,1,0,0,0,0,0,0,0,0,8,1,1,3
כפר גלעדי,76,10,565,366,2,364,222,2,0,0,1,0,0.0,0,0,29,6,7,1,20,41,2,0,0,0,0,1,1,0,0,27,0,3,1
איילת השחר,77,10,469,312,19,293,114,0,0,0,1,0,0.0,0,0,24,0,4,8,20,33,0,0,0,0,1,0,0,0,1,16,0,0,71
איילת השחר,77,20,445,298,8,290,136,0,2,0,0,0,0.0,0,0,30,0,3,16,23,32,1,0,1,1,1,0,0,0,0,8,1,2,33
קרית ענבים,78,10,267,198,4,194,100,1,1,0,0,0,0.0,0,0,18,0,1,1,24,37,1,1,0,0,0,0,0,0,0,4,0,4,1
דגניה ב',79,10,438,313,2,311,184,0,0,0,0,0,0.0,0,0,35,2,6,4,21,45,1,1,0,0,0,0,0,0,0,5,3,0,4
נהלל,80,10,570,423,5,418,180,2,0,0,1,0,0.0,0,1,61,2,14,1,106,35,3,0,0,0,1,1,0,0,0,3,1,6,0
עין חרוד )מאוחד(,82,10,709,479,8,471,300,2,2,0,0,0,0.0,0,0,41,4,17,1,34,48,3,1,0,0,0,0,0,0,0,15,0,3,0
תל יוסף,84,10,363,251,4,247,155,2,0,0,0,0,0.0,0,0,25,1,2,1,25,18,2,3,0,0,1,0,0,0,0,5,0,2,5
כפר יחזקאל,85,10,432,335,0,335,177,1,0,0,0,0,0.0,0,0,46,0,6,3,55,32,0,2,0,0,0,0,0,0,0,9,0,4,0
גבע,86,10,449,362,1,361,272,0,2,0,0,0,0.0,0,0,24,0,0,4,9,35,0,0,0,0,0,0,0,0,0,14,0,0,1
עין חרוד )איחוד(,89,10,524,389,7,382,243,3,0,1,0,0,0.0,0,35,0,3,15,35,32,0,1,1,0,0,0,0,0,0,0,12,0,1,0
חפצי-בה,90,10,376,269,1,268,168,0,0,0,1,1,0.0,0,0,32,0,2,1,16,31,0,0,0,1,0,0,0,0,0,14,0,1,0
גיניגר,92,10,380,264,2,262,171,0,0,0,3,0,0.0,0,0,18,1,3,2,14,31,0,1,0,0,0,0,0,0,2,12,0,3,1
בלפוריה,94,10,226,187,1,186,60,1,1,0,0,0,0.0,0,0,39,0,6,3,50,13,1,4,0,0,1,0,0,0,0,3,0,4,0
בית אלפא,95,10,557,386,5,381,175,0,0,0,0,0,0.0,0,0,17,0,0,0,9,160,1,0,0,0,0,0,0,0,0,19,0,0,0
יגור,96,10,552,380,4,376,265,0,0,0,0,0,0.0,0,0,31,1,2,3,25,31,0,0,0,0,0,0,0,0,0,11,0,7,0
יגור,96,20,582,404,3,401,283,0,0,0,1,0,0.0,0,0,34,2,0,2,23,42,0,1,0,0,0,1,0,0,0,10,0,1,1
מרחביה )מושב(,97,10,427,333,2,331,145,7,0,0,2,0,0.0,0,0,44,0,3,0,87,27,1,12,0,0,0,0,0,0,0,0,0,2,1
"כפר מל""ל",98,10,274,211,2,209,83,0,0,0,1,0,0.0,0,0,42,0,1,1,49,24,0,4,0,0,0,0,0,0,0,4,0,0,0
מצפה רמון,99,10,704,460,7,453,27,12,5,0,2,0,0.0,2,0,35,9,142,63,92,15,0,4,0,0,0,0,0,0,0,32,0,4,9
מצפה רמון,99,20,706,424,10,414,13,43,0,1,1,0,0.0,0,2,23,8,97,74,106,9,0,5,1,1,0,0,0,0,1,7,0,2,20
מצפה רמון,99,30,695,381,18,363,28,35,2,0,0,0,0.0,0,0,18,14,69,58,102,12,1,3,5,0,0,0,0,0,0,3,0,1,12
מצפה רמון,99,40,724,458,20,438,24,6,0,1,3,0,0.0,0,0,22,16,81,86,121,20,1,4,7,0,1,0,1,0,1,11,0,0,32
מצפה רמון,99,50,705,472,8,464,30,63,4,0,2,0,0.0,1,0,37,11,60,88,133,12,0,6,1,0,0,0,0,1,0,7,0,0,8
מאיר שפיה,102,10,97,43,0,43,9,0,0,0,0,0,0.0,0,0,11,1,2,0,6,8,0,2,0,0,0,0,0,0,0,1,0,2,1
תל עדשים,103,10,339,271,1,270,81,5,0,0,0,0,0.0,0,0,43,0,7,1,104,22,0,0,0,0,1,0,0,0,0,2,0,1,3
מזרע,104,10,654,467,2,465,195,0,0,0,1,0,0.0,0,0,30,0,1,0,12,207,1,0,0,0,0,0,0,0,0,17,0,1,0
כפר גדעון,106,10,128,95,0,95,0,3,29,0,0,0,0.0,0,0,8,1,9,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,20
כפר סילבר,107,10,99,61,0,61,19,0,0,0,0,0,0.0,0,0,10,0,2,3,18,7,0,0,0,0,0,0,0,0,0,1,0,0,1
כפר חסידים א',112,10,436,327,0,327,51,89,21,0,0,0,0.0,0,0,58,0,12,1,73,8,0,3,0,0,0,0,0,0,0,1,0,2,8
אדירים,113,10,208,166,1,165,5,3,10,0,0,0,0.0,0,0,2,0,8,8,48,0,0,1,0,0,0,0,0,0,0,0,0,0,80
חופית,115,10,698,503,0,503,248,0,4,0,0,0,0.0,0,1,82,0,4,4,75,66,2,0,0,0,0,0,0,0,0,8,0,8,1
רמת ישי,122,10,713,517,5,512,108,16,1,0,0,0,0.0,0,0,95,2,8,11,201,41,1,3,0,0,1,0,0,0,0,8,0,7,9
רמת ישי,122,20,675,487,1,486,107,5,1,0,2,0,0.0,0,0,88,0,5,10,200,42,0,6,0,0,0,0,0,0,0,9,0,2,9
רמת ישי,122,30,746,553,5,548,128,5,2,0,0,0,0.0,0,0,93,1,10,28,210,36,1,5,0,0,0,0,0,0,0,10,0,4,15
רמת ישי,122,40,709,482,10,472,119,7,1,0,0,0,0.0,1,0,86,0,13,6,152,39,1,18,0,0,0,0,0,0,0,13,1,3,12
רמת ישי,122,50,711,517,2,515,149,4,4,0,0,0,0.0,0,0,129,4,4,18,152,31,0,2,0,0,0,0,0,0,0,8,0,4,6
שריד,126,10,605,432,4,428,151,1,0,0,2,0,0.0,0,0,34,0,6,0,15,194,1,1,0,0,0,1,0,0,0,21,0,1,0
רמת רחל,127,10,270,194,1,193,107,2,0,0,0,0,0.0,0,0,9,2,7,2,19,29,2,0,0,0,0,0,0,0,0,10,0,2,2
גת רימון,128,10,172,127,2,125,52,5,1,1,0,0,0.0,0,0,29,0,1,1,21,6,0,1,0,0,0,0,0,0,0,1,0,2,4
